149.58521294744872+2.0511021474663345
149.99790594066704+1.9712150933815207
150.60133326606532+1.6423256887582929
150.14349261025794+2.281784006224025
149.6566146059747+1.6245247579454796
150.50611206028162+1.860650389012437
149.95929023675114+2.3075596624923516
150.56455209816363+2.2632904300923076
150.1253936019812+1.6854606566747137
150.26698635275088+2.6719440183464647
149.9019949058202+1.8797785338439237
149.47334869079245+2.2720388598130885
150.2284055659374+2.5088067997241623
149.92856023536203+2.6980780037207435
150.3661073677358+2.385692606420788
150.3646908758881+2.1437262418089924
149.99264667951982+2.7245359944405854
150.24988047861532+2.4663986583043647
150.22500772855355+2.3562071733149805
149.97211949650477+1.714133615398424
149.94385209997938+2.674263045447537
150.14938448453614+2.735710705209332
150.53488470536004+2.4368985247806942
150.00725799656743+1.6867648271657352
150.2479101342773+2.3727474326995495
149.83779061380037+2.6814718911941315
150.60385426060955+2.3147833142233134
149.42983597316615+2.1509355136465986
149.73994434132536+1.8658295001723404
150.3204743662973+1.7759439943155602
149.98575170000694+2.352790002244899
150.29017737308732+2.093833606355811
150.66326680132033+2.7030106838481327
150.2784934965245+1.890287967586727
150.3797955517434+2.6914378318988943
149.81787370216875+2.3275556596119245
150.298146906287+2.4780552372691798
150.77600348195767+2.1802472347289896
150.1727452269943+1.8123304827280533
150.54702802949762+2.4986770596802814
149.79994493578653+2.5343271595261485
149.91181112208488+2.2015280752075697
150.4049546473459+1.8778984817088755
150.5562040068573+2.1720406173239835
149.80671991252717+1.707207211453645
149.71119516334727+1.8416717991444482
150.16613324021088+2.0805415351191576
149.75590169996252+2.1491276081118187
150.07810016555885+1.9329850848470698
150.72242116293774+2.0829989945722045
150.23179814658795+2.3371663408025847
149.91453580873727+2.2296050252091524
150.45135580517464+1.6052732564488053
149.8095544676717+2.658803913494713
150.31877223822448+2.541784751569941
150.6691756630067+2.4087276723096602
149.78426582666543+2.794986325064176
149.90547837725185+2.3539767363264974
149.49587905820727+1.9679659230725193
149.70564485237637+1.9769985293148515
150.14575334205273+2.3413166145294726
150.06818215437886+2.6055859151972722
150.3910767773131+2.2403110299224402
149.46665668842732+2.4991085138936877
150.40959320341003+2.7355925248920547
150.35945343413619+2.4947814814852154
150.6082350460855+1.7847200235429894
149.8936380438807+2.327757327749525
150.51959898278233+1.840204668325904
150.49964578710222+1.9475517916991862
150.09998849526494+2.5930315384505804
150.1430820474406+2.0507349551460385
149.6860303566272+1.8943975209424335
150.12567621940204+1.9194918729237054
149.43384329951917+2.0480821043634303
150.67558285590974+2.682952396780443
149.71448952648177+1.6832972954433014
149.80652509789047+2.194352700532173
150.10003602951568+2.320410262531269
149.85393691536302+1.7536500957348917
149.46690827376034+2.2736283862430913
149.4608893560422+2.5230043884088635
149.65100778133305+2.390768698165082
149.87668535356903+1.9855377051700533
149.6864692563034+1.9088652792799774
150.21552279971348+2.02579740958649
149.75016478703546+1.9871281294211645
150.48755768830102+2.6392854966660546
150.25632824978229+2.646813153400087
150.26771198215147+2.6213922569606107
150.19213301052022+2.5304087773065373
150.22227156905237+2.7097491542205536
150.4016575822404+2.2070531390317014
149.80758905667258+2.273297601168567
149.94305440552392+2.0110189047871696
149.64817069593832+2.1049477626728916
150.4249445650152+2.568079975160942
150.10884999323082+1.645576709988147
149.51001449970616+2.0307559965476782
149.54442731125778+2.3955812527770872
150.31003829164123+2.0904831086790834
149.37991042520233+2.3225117464315943
150.29406066896277+1.9978545266956271
